variant,entry_date,exit_date,days_held,entry_open,exit_open,trade_return
R1_confirmed,2006-01-27,2006-02-21,17,87.6601,88.6558,0.011358
R1_confirmed,2006-03-13,2006-03-21,7,88.4704,89.877,0.015899
R1_confirmed,2006-04-19,2006-07-10,57,90.1389,87.8992,-0.024848
R1_confirmed,2006-07-20,2006-08-02,10,87.3314,88.3424,0.011576
R1_confirmed,2006-11-07,2006-11-27,14,96.117,97.5636,0.01505
R1_confirmed,2006-11-29,2006-12-08,8,97.0003,98.1548,0.011902
R1_confirmed,2007-01-05,2007-01-26,15,98.8415,99.7088,0.008774
R1_confirmed,2007-01-31,2007-02-09,8,99.7507,101.4501,0.017037
R1_confirmed,2007-02-14,2007-02-22,6,101.2683,102.1426,0.008633
R1_confirmed,2007-03-21,2007-03-29,7,99.072,100.0831,0.010206
R1_confirmed,2007-06-15,2007-07-23,26,107.9893,108.7227,0.006791
R1_confirmed,2007-08-23,2007-08-28,4,103.8993,103.0672,-0.008008
R1_confirmed,2007-08-30,2007-09-06,5,102.5666,104.3295,0.017188
R1_confirmed,2007-10-18,2007-12-12,39,108.7212,107.0279,-0.015575
R1_confirmed,2007-12-24,2008-04-10,74,106.0004,96.9335,-0.085537
R1_confirmed,2008-04-17,2008-04-22,4,97.363,98.9162,0.015953
R1_confirmed,2008-06-06,2008-08-13,48,99.8897,92.6489,-0.072489
R1_confirmed,2008-08-22,2008-11-06,54,92.5625,68.3459,-0.261624
R1_confirmed,2008-12-01,2008-12-10,8,63.3173,65.3504,0.03211
R1_confirmed,2008-12-31,2009-01-06,4,64.9764,68.3026,0.05119
R1_confirmed,2009-01-29,2009-03-23,37,62.8101,57.8454,-0.079043
R1_confirmed,2009-05-27,2009-07-28,44,67.1753,72.15,0.074055
R1_confirmed,2009-08-20,2010-03-16,143,73.9452,86.4293,0.168829
R1_confirmed,2010-04-30,2010-06-22,37,90.5846,83.8852,-0.073958
R1_confirmed,2010-07-12,2010-07-30,15,81.0165,82.1986,0.014591
R1_confirmed,2010-09-03,2010-09-24,15,83.2301,86.1056,0.034548
R1_confirmed,2010-11-19,2010-12-16,19,90.761,94.0008,0.035696
R1_confirmed,2011-02-01,2011-07-12,112,98.513,101.1442,0.026709
R1_confirmed,2011-07-20,2011-07-25,4,102.2041,102.3808,0.001729
R1_confirmed,2011-09-08,2011-09-20,9,91.8355,93.2756,0.015682
R1_confirmed,2011-10-07,2011-11-02,19,90.4577,95.5994,0.056841
R1_confirmed,2011-11-14,2012-01-13,42,97.4214,99.9427,0.02588
R1_confirmed,2012-03-09,2012-09-21,137,106.6708,115.6334,0.084021
R1_confirmed,2012-09-28,2012-12-11,50,113.6226,112.8103,-0.007149
R1_confirmed,2013-01-02,2013-01-09,6,115.2385,115.842,0.005238
R1_confirmed,2013-02-25,2013-03-19,17,121.2104,123.8794,0.022019
R1_confirmed,2013-04-05,2013-04-15,7,122.8025,126.0331,0.026307
R1_confirmed,2013-04-17,2013-05-02,12,124.669,126.5754,0.015292
R1_confirmed,2013-06-19,2013-07-30,29,132.0954,135.601,0.026539
R1_confirmed,2013-08-14,2013-09-25,30,135.9459,136.6971,0.005526
R1_confirmed,2013-10-02,2013-11-06,26,135.6576,142.652,0.051559
R1_confirmed,2013-12-09,2014-01-03,18,146.2297,148.4496,0.015181
R1_confirmed,2014-01-15,2014-03-12,39,149.1545,150.9531,0.012059
R1_confirmed,2014-03-18,2014-06-13,62,151.2691,157.8039,0.0432
R1_confirmed,2014-07-21,2014-09-05,34,161.1521,163.6704,0.015627
R1_confirmed,2014-09-17,2014-12-01,53,164.161,169.5533,0.032848
R1_confirmed,2015-01-09,2015-03-02,35,170.4891,174.1071,0.021221
R1_confirmed,2015-03-19,2015-07-22,87,173.4297,175.8599,0.014013
R1_confirmed,2015-07-29,2015-10-07,50,174.651,166.6923,-0.045569
R1_confirmed,2015-11-19,2016-02-24,65,174.8131,160.7122,-0.080663
R1_confirmed,2016-04-13,2016-07-22,71,175.4131,184.3409,0.050896
R1_confirmed,2016-08-30,2016-11-17,57,185.9167,186.6761,0.004084
R1_confirmed,2017-01-04,2017-03-07,43,194.2954,204.4054,0.052035
R1_confirmed,2017-03-31,2017-05-01,21,204.0319,206.4363,0.011785
R1_confirmed,2017-05-23,2017-06-07,11,207.5348,210.6917,0.015212
R1_confirmed,2017-06-29,2017-07-18,13,211.7713,212.9881,0.005746
R1_confirmed,2017-08-17,2017-09-25,27,214.0136,217.6175,0.016839
R1_confirmed,2017-11-17,2018-01-02,30,225.5396,235.1378,0.042557
R1_confirmed,2018-02-26,2018-02-28,3,242.2401,242.0206,-0.000906
R1_confirmed,2018-03-06,2018-03-15,8,239.9312,242.1962,0.00944
R1_confirmed,2018-04-13,2018-04-23,7,235.7005,235.5684,-0.000561
R1_confirmed,2018-04-27,2018-05-16,14,235.3392,238.9883,0.015506
R1_confirmed,2018-05-31,2018-06-08,7,239.8785,244.0212,0.01727
R1_confirmed,2018-06-25,2018-07-23,20,242.0978,247.419,0.021979
R1_confirmed,2018-08-15,2018-08-31,13,250.0131,256.6179,0.026418
R1_confirmed,2018-11-07,2018-11-12,4,246.858,246.529,-0.001333
R1_confirmed,2018-11-16,2019-01-29,48,241.7262,236.0975,-0.023285
R1_confirmed,2019-03-12,2019-06-26,75,249.6414,263.4181,0.055186
R1_confirmed,2019-08-22,2019-09-10,13,264.7545,268.4834,0.014084
R1_confirmed,2019-10-14,2019-11-06,18,268.4261,278.4946,0.037509
R1_confirmed,2019-12-05,2019-12-31,18,283.2113,292.1693,0.03163
R1_confirmed,2020-01-29,2020-02-10,9,299.3247,301.9226,0.008679
R1_confirmed,2020-05-18,2020-06-05,14,268.6915,290.8617,0.082512
R1_confirmed,2020-06-16,2021-04-21,214,289.2571,383.3557,0.325311
R1_confirmed,2021-05-17,2021-07-09,38,386.9703,404.2558,0.044669
R1_confirmed,2021-07-21,2021-07-28,6,404.0782,410.9384,0.016977
R1_confirmed,2021-08-23,2021-11-11,58,416.0602,436.1925,0.048388
R1_confirmed,2021-12-08,2022-04-06,83,439.4648,421.7936,-0.040211
R1_confirmed,2022-05-27,2022-06-01,3,385.0026,391.855,0.017798
R1_confirmed,2022-07-07,2022-07-25,13,365.0627,375.139,0.027602
R1_confirmed,2022-08-26,2022-10-28,45,397.5479,361.5652,-0.090511
R1_confirmed,2022-11-07,2022-11-17,9,359.5094,371.645,0.033756
R1_confirmed,2022-12-13,2023-02-06,37,390.4528,391.8345,0.003539
R1_confirmed,2023-03-22,2023-04-05,11,382.7143,391.5256,0.023023
R1_confirmed,2023-04-28,2023-06-21,37,394.9617,420.196,0.06389
R1_confirmed,2023-08-30,2023-11-10,52,433.0573,421.5041,-0.026678
R1_confirmed,2024-01-09,2024-01-25,12,458.052,473.302,0.033293
R1_confirmed,2024-04-08,2024-05-24,35,505.5134,513.9848,0.016758
R1_confirmed,2024-06-03,2024-06-25,16,515.124,531.4097,0.031615
R1_confirmed,2024-07-23,2024-09-04,31,541.7156,537.476,-0.007826
R1_confirmed,2024-09-13,2024-10-02,14,546.7662,556.2822,0.017404
R1_confirmed,2024-12-26,2025-01-28,21,589.4094,590.5106,0.001868
R1_confirmed,2025-03-25,2025-05-22,42,567.3183,574.5761,0.012793
R1_confirmed,2025-08-05,2025-10-31,63,624.8663,679.4112,0.087291
R1_confirmed,2025-11-11,2026-05-19,130,674.363,732.892,0.086791
R1_share_ge50,1994-03-17,1994-04-29,30,26.4946,25.392,-0.041617
R1_share_ge50,1994-05-18,1994-05-24,5,25.5865,25.8076,0.008639
R1_share_ge50,1994-07-15,1994-07-20,4,25.8269,25.8625,0.001379
R1_share_ge50,1994-10-12,1994-10-21,8,26.754,26.7182,-0.001338
R1_share_ge50,1994-11-15,1994-12-21,26,26.8166,26.3987,-0.015585
R1_share_ge50,1995-03-13,1995-03-16,4,28.4384,28.5557,0.004125
R1_share_ge50,1995-08-15,1995-09-27,31,32.7945,34.034,0.037795
R1_share_ge50,1995-11-02,1995-11-07,4,34.4653,34.6488,0.005325
R1_share_ge50,1995-12-27,1996-01-05,7,36.4326,36.2294,-0.005576
R1_share_ge50,1996-01-22,1996-01-26,5,36.174,36.4326,0.007147
R1_share_ge50,1996-03-08,1996-04-04,20,37.9283,38.9128,0.025958
R1_share_ge50,1996-04-23,1996-05-30,27,38.5326,39.7289,0.031047
R1_share_ge50,1996-06-25,1996-08-22,42,40.0513,39.8276,-0.005586
R1_share_ge50,1996-09-10,1996-10-01,16,39.753,41.2039,0.036498
R1_share_ge50,1996-11-01,1996-12-04,23,42.572,44.9054,0.05481
R1_share_ge50,1996-12-20,1996-12-31,7,45.2767,45.3709,0.00208
R1_share_ge50,1997-03-10,1997-04-25,34,48.7798,46.6223,-0.04423
R1_share_ge50,1997-08-21,1997-09-25,25,57.1668,57.4526,0.005001
R1_share_ge50,1997-10-22,1997-11-25,25,59.3385,58.2908,-0.017657
R1_share_ge50,1997-12-31,1998-02-25,38,59.2878,63.4953,0.070967
R1_share_ge50,1998-05-13,1998-07-22,49,68.7796,71.6345,0.041508
R1_share_ge50,1998-12-18,1999-01-05,11,73.3469,76.2141,0.039091
R1_share_ge50,1999-01-27,1999-03-10,30,78.3451,79.6431,0.016568
R1_share_ge50,1999-04-22,1999-07-14,58,83.9728,87.265,0.039205
R1_share_ge50,1999-08-17,1999-08-27,9,83.7978,85.3171,0.018131
R1_share_ge50,1999-09-07,1999-11-24,57,84.8106,87.9796,0.037365
R1_share_ge50,1999-12-17,2000-01-04,12,89.6054,89.9382,0.003715
R1_share_ge50,2000-01-14,2000-04-05,57,91.8181,92.8956,0.011735
R1_share_ge50,2000-05-02,2000-06-07,26,91.4036,92.1104,0.007732
R1_share_ge50,2000-07-05,2000-07-18,10,92.1698,94.8459,0.029035
R1_share_ge50,2000-08-08,2000-11-02,62,92.8782,90.3694,-0.027011
R1_share_ge50,2000-12-06,2001-01-26,35,86.9765,85.581,-0.016044
R1_share_ge50,2001-04-11,2001-04-17,4,75.4141,74.4808,-0.012376
R1_share_ge50,2001-06-06,2001-10-18,91,81.7949,68.9078,-0.157554
R1_share_ge50,2001-12-19,2002-03-14,58,72.915,74.4163,0.02059
R1_share_ge50,2002-05-15,2002-08-13,63,70.4234,58.1816,-0.173831
R1_share_ge50,2003-01-03,2003-03-25,56,59.2248,56.736,-0.042022
R1_share_ge50,2003-07-03,2003-09-05,45,65.0351,67.5755,0.039063
R1_share_ge50,2003-10-03,2003-12-22,56,68.316,72.0287,0.054346
R1_share_ge50,2004-02-09,2004-04-14,46,75.9217,74.8192,-0.014522
R1_share_ge50,2004-04-23,2004-06-04,30,76.0218,75.065,-0.012585
R1_share_ge50,2004-08-03,2004-08-31,21,73.9721,73.792,-0.002434
R1_share_ge50,2004-10-04,2004-10-08,5,76.4026,75.7665,-0.008326
R1_share_ge50,2004-10-28,2004-11-22,18,75.5188,78.6909,0.042004
R1_share_ge50,2005-02-01,2005-02-08,6,79.7913,81.0869,0.016237
R1_share_ge50,2005-07-06,2005-07-19,10,81.8835,83.4615,0.019271
R1_share_ge50,2005-08-16,2005-09-14,21,83.958,84.1621,0.002431
R1_share_ge50,2005-09-30,2005-12-01,44,83.7553,86.0777,0.027728
R1_share_ge50,2006-02-02,2006-02-21,13,87.9623,88.6558,0.007884
R1_share_ge50,2006-04-19,2006-07-10,57,90.1389,87.8992,-0.024848
R1_share_ge50,2006-07-25,2006-08-02,7,87.2344,88.3424,0.012701
R1_share_ge50,2007-01-12,2007-01-26,10,99.415,99.7088,0.002955
R1_share_ge50,2007-03-21,2007-03-29,7,99.072,100.0831,0.010206
R1_share_ge50,2007-06-15,2007-07-23,26,107.9893,108.7227,0.006791
R1_share_ge50,2007-08-23,2007-08-28,4,103.8993,103.0672,-0.008008
R1_share_ge50,2007-10-30,2007-12-12,31,108.7212,107.0279,-0.015575
R1_share_ge50,2007-12-24,2008-04-10,74,106.0004,96.9335,-0.085537
R1_share_ge50,2008-06-06,2008-08-13,48,99.8897,92.6489,-0.072489
R1_share_ge50,2008-08-28,2008-11-06,50,93.0013,68.3459,-0.265108
R1_share_ge50,2008-12-01,2008-12-10,8,63.3173,65.3504,0.03211
R1_share_ge50,2008-12-31,2009-01-06,4,64.9764,68.3026,0.05119
R1_share_ge50,2009-01-29,2009-03-23,37,62.8101,57.8454,-0.079043
R1_share_ge50,2009-06-30,2009-07-28,20,68.5003,72.15,0.053279
R1_share_ge50,2009-11-10,2010-03-16,86,81.1415,86.4293,0.065168
R1_share_ge50,2010-06-14,2010-06-22,7,82.821,83.8852,0.012849
R1_share_ge50,2010-07-12,2010-07-30,15,81.0165,82.1986,0.014591
R1_share_ge50,2010-09-03,2010-09-24,15,83.2301,86.1056,0.034548
R1_share_ge50,2010-11-26,2010-12-16,15,90.2008,94.0008,0.042128
R1_share_ge50,2011-03-04,2011-07-12,90,101.4883,101.1442,-0.003391
R1_share_ge50,2011-07-20,2011-07-25,4,102.2041,102.3808,0.001729
R1_share_ge50,2011-10-11,2011-11-02,17,91.7702,95.5994,0.041726
R1_share_ge50,2011-12-01,2012-01-13,30,96.3869,99.9427,0.036891
R1_share_ge50,2012-06-13,2012-09-21,71,103.4161,115.6334,0.118136
R1_share_ge50,2012-10-17,2012-12-11,37,114.8448,112.8103,-0.017715
R1_share_ge50,2013-02-28,2013-03-19,14,120.6307,123.8794,0.02693
R1_share_ge50,2013-04-17,2013-05-02,12,124.669,126.5754,0.015292
R1_share_ge50,2013-06-19,2013-07-30,29,132.0954,135.601,0.026539
R1_share_ge50,2013-09-09,2013-09-25,13,133.4759,136.6971,0.024133
R1_share_ge50,2013-12-19,2014-01-03,10,145.9961,148.4496,0.016805
R1_share_ge50,2014-02-12,2014-03-12,20,147.6557,150.9531,0.022332
R1_share_ge50,2014-04-01,2014-06-13,52,152.6772,157.8039,0.033578
R1_share_ge50,2014-07-21,2014-09-05,34,161.1521,163.6704,0.015627
R1_share_ge50,2014-09-17,2014-12-01,53,164.161,169.5533,0.032848
R1_share_ge50,2015-01-23,2015-03-02,26,169.9852,174.1071,0.024249
R1_share_ge50,2015-03-19,2015-07-22,87,173.4297,175.8599,0.014013
R1_share_ge50,2015-08-11,2015-10-07,41,174.2258,166.6923,-0.04324
R1_share_ge50,2015-11-19,2016-02-24,65,174.8131,160.7122,-0.080663
R1_share_ge50,2016-04-13,2016-07-22,71,175.4131,184.3409,0.050896
R1_share_ge50,2016-09-06,2016-11-17,53,186.2916,186.6761,0.002064
R1_share_ge50,2017-03-31,2017-05-01,21,204.0319,206.4363,0.011785
R1_share_ge50,2017-07-06,2017-07-18,9,210.233,212.9881,0.013105
R1_share_ge50,2017-08-31,2017-09-25,17,214.4308,217.6175,0.014861
R1_share_ge50,2018-07-09,2018-07-23,11,244.8513,247.419,0.010487
R1_share_ge50,2018-11-07,2018-11-12,4,246.858,246.529,-0.001333
R1_share_ge50,2018-11-29,2019-01-29,40,243.4338,236.0975,-0.030137
R1_share_ge50,2019-06-06,2019-06-26,15,254.5418,263.4181,0.034872
R1_share_ge50,2019-08-22,2019-09-10,13,264.7545,268.4834,0.014084
R1_share_ge50,2019-10-14,2019-11-06,18,268.4261,278.4946,0.037509
R1_share_ge50,2020-02-05,2020-02-10,4,302.8705,301.9226,-0.00313
R1_share_ge50,2020-07-02,2021-04-21,202,289.388,383.3557,0.324712
R1_share_ge50,2021-05-25,2021-07-09,32,391.5722,404.2558,0.032391
R1_share_ge50,2021-10-08,2021-11-11,25,412.0674,436.1925,0.058546
R1_share_ge50,2021-12-08,2022-04-06,83,439.4648,421.7936,-0.040211
R1_share_ge50,2022-05-27,2022-06-01,3,385.0026,391.855,0.017798
R1_share_ge50,2022-09-13,2022-10-28,34,380.9024,361.5652,-0.050767
R1_share_ge50,2023-01-09,2023-02-06,20,373.2655,391.8345,0.049747
R1_share_ge50,2023-03-22,2023-04-05,11,382.7143,391.5256,0.023023
R1_share_ge50,2023-05-11,2023-06-21,28,395.4033,420.196,0.062702
R1_share_ge50,2023-08-30,2023-11-10,52,433.0573,421.5041,-0.026678
R1_share_ge50,2024-04-30,2024-05-24,19,495.2015,513.9848,0.037931
R1_share_ge50,2024-08-14,2024-09-04,15,530.296,537.476,0.01354
R1_share_ge50,2024-09-13,2024-10-02,14,546.7662,556.2822,0.017404
R1_share_ge50,2025-04-25,2025-05-22,20,539.0657,574.5761,0.065874
R1_share_ge50,2025-10-21,2025-10-31,9,665.9229,679.4112,0.020255
R1_share_ge50,2025-11-26,2026-05-19,119,672.0621,732.892,0.090512
ANT_pup50,1995-10-26,1995-11-07,9,34.2817,34.6488,0.010707
ANT_pup50,1995-12-19,1996-01-05,12,35.8417,36.2294,0.010819
ANT_pup50,1996-01-17,1996-01-26,8,35.8694,36.4326,0.015702
ANT_pup50,1996-02-28,1996-04-04,27,38.593,38.9128,0.008286
ANT_pup50,1996-04-09,1996-05-30,37,38.3657,39.7289,0.035533
ANT_pup50,1996-06-12,1996-08-22,51,40.0999,39.8276,-0.006791
ANT_pup50,1996-08-30,1996-10-01,22,39.3801,41.2039,0.046313
ANT_pup50,1996-10-29,1996-12-04,26,42.0191,44.9054,0.068689
ANT_pup50,1996-12-09,1996-12-31,16,44.7929,45.3709,0.012903
ANT_pup50,1997-01-02,1997-01-14,9,44.8247,46.2184,0.031093
ANT_pup50,1997-02-28,1997-04-25,40,47.7628,46.6223,-0.023879
ANT_pup50,1997-08-11,1997-09-25,33,56.939,57.4526,0.009021
ANT_pup50,1997-10-17,1997-11-25,28,57.9193,58.2908,0.006414
ANT_pup50,1997-12-12,1998-02-25,50,58.7861,63.4953,0.080107
ANT_pup50,1998-04-27,1998-07-22,61,67.1301,71.6345,0.067099
ANT_pup50,1998-07-28,1998-09-28,44,70.4608,65.0714,-0.076487
ANT_pup50,1998-10-01,1998-11-12,31,61.8082,69.3966,0.122774
ANT_pup50,1998-12-04,1999-01-05,21,72.0613,76.2141,0.057628
ANT_pup50,1999-01-15,1999-03-10,37,75.8654,79.6431,0.049796
ANT_pup50,1999-03-24,1999-04-15,16,78.8264,82.9241,0.051983
ANT_pup50,1999-04-20,1999-07-14,60,80.6714,87.265,0.081734
ANT_pup50,1999-07-22,1999-08-27,27,85.6678,85.3171,-0.004093
ANT_pup50,1999-08-31,1999-11-24,61,82.8628,87.9796,0.06175
ANT_pup50,1999-12-01,1999-12-07,5,87.081,89.5618,0.028488
ANT_pup50,1999-12-09,2000-01-04,18,88.6437,89.9382,0.014603
ANT_pup50,2000-01-13,2000-04-05,58,90.5257,92.8956,0.026179
ANT_pup50,2000-04-27,2000-06-07,29,89.8331,92.1104,0.025351
ANT_pup50,2000-06-26,2000-07-18,16,91.5402,94.8459,0.036113
ANT_pup50,2000-07-25,2000-11-02,72,93.0356,90.3694,-0.028657
ANT_pup50,2000-11-15,2001-01-26,49,87.7852,85.581,-0.025109
ANT_pup50,2001-02-08,2001-04-17,47,85.3555,74.4808,-0.127405
ANT_pup50,2001-05-30,2001-10-18,96,80.3727,68.9078,-0.142647
ANT_pup50,2001-10-30,2001-11-19,15,68.6075,73.4454,0.070517
ANT_pup50,2001-12-04,2002-03-14,69,72.8063,74.4163,0.022113
ANT_pup50,2002-03-26,2002-08-13,98,73.0088,58.1816,-0.203087
ANT_pup50,2002-09-03,2002-10-30,42,58.556,57.4895,-0.018213
ANT_pup50,2002-11-12,2002-11-25,10,57.4765,60.5688,0.053801
ANT_pup50,2002-12-06,2003-03-25,74,58.423,56.736,-0.028876
ANT_pup50,2003-04-01,2003-04-25,18,55.7614,59.7187,0.070968
ANT_pup50,2003-05-20,2003-06-09,14,60.7129,64.6047,0.064103
ANT_pup50,2003-06-24,2003-09-05,52,64.4771,67.5755,0.048055
ANT_pup50,2003-09-25,2003-12-22,62,66.8267,72.0287,0.077842
ANT_pup50,2004-02-02,2004-04-14,51,75.2795,74.8192,-0.006115
ANT_pup50,2004-04-22,2004-06-04,31,74.7329,75.065,0.004445
ANT_pup50,2004-07-02,2004-08-31,42,75.4591,73.792,-0.022093
ANT_pup50,2004-09-23,2004-10-08,12,74.7286,75.7665,0.01389
ANT_pup50,2004-10-11,2004-11-22,31,75.5188,78.6909,0.042004
ANT_pup50,2004-12-08,2004-12-16,7,79.3893,81.075,0.021233
ANT_pup50,2005-01-11,2005-02-08,20,80.0545,81.0869,0.012896
ANT_pup50,2005-02-23,2005-03-09,11,80.2502,82.3015,0.025561
ANT_pup50,2005-03-14,2005-06-01,56,81.3838,80.9651,-0.005145
ANT_pup50,2005-06-24,2005-07-19,17,81.5367,83.4615,0.023607
ANT_pup50,2005-08-08,2005-09-14,27,83.7608,84.1621,0.004791
ANT_pup50,2005-09-21,2005-12-01,51,83.1884,86.0777,0.034732
ANT_pup50,2005-12-20,2006-01-17,18,86.4241,88.0309,0.018592
ANT_pup50,2006-01-24,2006-02-21,20,86.9529,88.6558,0.019584
ANT_pup50,2006-03-08,2006-03-21,10,87.6876,89.877,0.024968
ANT_pup50,2006-04-10,2006-07-10,63,89.4427,87.8992,-0.017257
ANT_pup50,2006-07-21,2006-08-02,9,86.6597,88.3424,0.019417
ANT_pup50,2006-11-03,2006-11-27,16,95.4702,97.5636,0.021927
ANT_pup50,2006-11-28,2006-12-08,9,96.1448,98.1548,0.020906
ANT_pup50,2007-01-04,2007-01-26,16,98.7716,99.7088,0.009488
ANT_pup50,2007-01-29,2007-02-09,10,99.443,101.4501,0.020184
ANT_pup50,2007-02-13,2007-02-22,7,100.548,102.1426,0.015859
ANT_pup50,2007-03-20,2007-03-29,8,98.3559,100.0831,0.017561
ANT_pup50,2007-06-07,2007-07-23,32,106.4164,108.7227,0.021672
ANT_pup50,2007-08-09,2007-08-28,14,103.9628,103.0672,-0.008614
ANT_pup50,2007-10-17,2007-12-12,40,109.8052,107.0279,-0.025293
ANT_pup50,2007-12-19,2008-04-10,77,103.4002,96.9335,-0.062541
ANT_pup50,2008-04-14,2008-04-22,7,95.3373,98.9162,0.03754
