Date,Open,Close,sma_20,mad,sigma,z,regime,days_in,p_up,base_p_up,price_vel_5,dmad_5,mad_price_contrib_5,mad_sma_contrib_5,price_share_5,sig_cross_up,sig_rollback
1993-04-05,24.5028,24.4339,24.8065,-1.5247,,,,,,,-0.017325,-1.6997,-1.7899,0.0603,-0.9674,False,False
1993-04-06,24.4856,24.365,24.7736,-1.6771,,,,,,,-0.022806,-2.0735,-2.373,0.251,-0.9043,False,False
1993-04-07,24.3995,24.4511,24.7425,-1.1915,,,,,,,-0.018672,-1.4887,-1.9254,0.4084,-0.825,False,False
1993-04-08,24.5545,24.4167,24.7131,-1.2138,,,,,,,-0.016655,-1.1243,-1.7143,0.5709,-0.7502,False,False
1993-04-12,24.6579,24.7613,24.7137,0.1921,,,,,,,0.018427,2.3592,1.8059,0.5106,0.7796,False,False
1993-04-13,24.7441,24.813,24.711,0.4111,,,,,,,0.015514,1.9358,1.5214,0.3848,0.7981,False,False
1993-04-14,24.8302,24.7785,24.7065,0.2906,,,,,,,0.016974,1.9677,1.6642,0.2707,0.8601,False,False
1993-04-15,24.7613,24.7785,24.7098,0.2775,,,,,,,0.01339,1.469,1.3176,0.132,0.909,False,False
1993-04-16,24.7958,24.7785,24.7053,0.2956,,,,,,,0.01482,1.5094,1.4561,0.0313,0.979,False,False
1993-04-19,24.7785,24.6752,24.6976,-0.0908,,,,,,,-0.00348,-0.283,-0.3495,0.0656,-0.842,False,False
1993-04-20,24.6407,24.5545,24.6907,-0.5544,,,,,,,-0.010416,-0.9655,-1.0584,0.0828,-0.9275,False,False
1993-04-21,24.6062,24.5373,24.6803,-0.5829,,,,,,,-0.009736,-0.8735,-0.9889,0.1068,-0.9025,False,False
1993-04-22,24.4339,24.2271,24.6545,-1.7639,,,,,,,-0.022253,-2.0414,-2.3161,0.2283,-0.9103,False,False
1993-04-23,24.1755,24.1238,24.6157,-2.0392,,,,,,,-0.026425,-2.3348,-2.7696,0.3714,-0.8817,False,False
1993-04-26,24.141,23.9342,24.5744,-2.6746,,,,,,,-0.030028,-2.5838,-3.1785,0.5148,-0.8606,False,False
1993-04-27,23.8998,24.1927,24.5408,-1.4387,,,,,,,-0.014737,-0.8844,-1.5172,0.6197,-0.71,False,False
1993-04-28,24.1582,24.141,24.5011,-1.4918,,,,,,,-0.016152,-0.9089,-1.6662,0.7423,-0.6918,False,False
1993-04-29,24.1927,24.2444,24.4675,-0.9204,,,,,,,0.000711,0.8435,0.0718,0.7711,0.0851,False,False
1993-04-30,24.3305,24.2788,24.4399,-0.6636,,,,,,,0.006428,1.3756,0.6429,0.7239,0.4704,False,False
1993-05-03,24.3133,24.4339,24.446,-0.0493,,,,,,,0.020879,2.6253,2.0462,0.5254,0.7957,False,False
1993-05-04,24.4856,24.5201,24.4503,0.2846,,,,,,,0.013533,1.7233,1.3314,0.3689,0.783,False,False
1993-05-05,24.5201,24.589,24.4615,0.5186,,,,,,,0.018558,2.0104,1.8126,0.1612,0.9183,False,False
1993-05-06,24.5545,24.5028,24.4641,0.1582,,,,,,,0.010661,1.0786,1.0532,0.0141,0.9868,False,False
1993-05-07,24.5201,24.4511,24.4658,-0.0599,,,,,,,0.007098,0.6037,0.7052,-0.1057,0.8696,False,False
1993-05-10,24.4856,24.5028,24.4529,0.2039,,,,,,,0.002821,0.2533,0.2807,-0.0281,0.9089,False,False
1993-05-11,24.5028,24.6062,24.4425,0.6652,,,,,,,0.003513,0.3806,0.3478,0.0315,0.9169,False,False
1993-05-12,24.5028,24.5718,24.4322,0.568,,,,,,,-0.000701,0.0494,-0.0697,0.1192,-0.3691,False,False
1993-05-13,24.4684,24.2788,24.4072,-0.5288,,,,,,,-0.009142,-0.687,-0.9276,0.2342,-0.7984,False,False
1993-05-14,24.2788,24.2616,24.3814,-0.4936,,,,,,,-0.007752,-0.4337,-0.7851,0.348,-0.6929,False,False
1993-05-17,24.3305,24.3478,24.365,-0.0707,,,,,,,-0.006329,-0.2747,-0.6374,0.3609,-0.6384,False,False
1993-05-18,24.365,24.3305,24.3538,-0.0956,,,,,,,-0.011204,-0.7608,-1.1342,0.3647,-0.7567,False,False
1993-05-19,24.3305,24.8302,24.3684,1.8598,,,,,,,0.010519,1.2918,1.0216,0.2568,0.7991,False,False
1993-05-20,24.8302,24.8992,24.402,1.9966,,,,,,,0.025551,2.5253,2.4417,0.0208,0.9916,False,False
1993-05-21,24.9164,24.6752,24.4296,0.9951,,,,,,,0.017045,1.4887,1.6593,-0.1955,0.8946,False,False
1993-05-24,24.7269,24.7785,24.4718,1.2378,,,,,,,0.017693,1.3086,1.717,-0.4312,0.7993,False,False
1993-05-25,24.8819,24.8302,24.5037,1.3151,,,,,,,0.020538,1.4107,1.986,-0.6037,0.7669,False,False
1993-05-26,24.8992,25.1404,24.5537,2.3338,,,,,,,0.012491,0.474,1.2049,-0.7368,0.6205,False,False
1993-05-27,25.1749,25.0542,24.5942,1.8363,,,,,,,0.006228,-0.1603,0.6076,-0.7668,0.4421,False,False
1993-05-28,25.037,24.9336,24.6269,1.2301,,,,,,,0.010475,0.235,1.0239,-0.7913,0.5641,False,False
1993-06-01,25.0198,25.1749,24.664,2.0295,,,,,,,0.015995,0.7917,1.5424,-0.7632,0.669,False,False
1993-06-02,25.1059,25.1404,24.695,1.7718,,,,,,,0.012491,0.4567,1.2119,-0.7608,0.6143,False,False
1993-06-03,25.0887,25.0542,24.7182,1.3411,,,,,,,-0.003427,-0.9927,-0.3393,-0.6568,-0.3406,False,False
1993-06-04,24.9853,24.9681,24.7415,0.9075,,,,,,,-0.003439,-0.9288,-0.3419,-0.5901,-0.3669,False,False
1993-06-07,25.0198,24.8819,24.763,0.4778,,,,,,,-0.002073,-0.7523,-0.2068,-0.5471,-0.2743,False,False
1993-06-08,24.813,24.6579,24.7708,-0.4578,,,,,,,-0.020535,-2.4873,-2.1062,-0.4333,-0.8294,False,False
1993-06-09,24.7441,24.7441,24.7777,-0.1358,,,,,,,-0.015765,-1.9076,-1.6039,-0.3343,-0.8275,False,False
1993-06-10,24.7269,24.7613,24.7872,-0.1044,,,,,,,-0.011692,-1.4455,-1.1842,-0.2784,-0.8097,False,False
1993-06-11,24.8475,24.8647,24.8165,0.1941,,,,,,,-0.00414,-0.7135,-0.415,-0.3015,-0.5792,False,False
1993-06-14,24.8992,24.8302,24.8449,-0.059,,,,,,,-0.002077,-0.5368,-0.2083,-0.3296,-0.3872,False,False
1993-06-15,24.8647,24.7785,24.8664,-0.3547,,,,,,,0.004892,0.1031,0.4886,-0.386,0.5587,False,False
