ticker,variant,days_in_trade,bh_days,exposure_pct,round_trips,win_rate,avg_trade_return,med_days_per_trade,total_return,deployed_cagr,edge_vs_bh,intrade_sharpe,maxdd,bps_per_day,beat_bh_deployed_cagr,beat_bh_bps,beat_bh_intrade_sharpe
A,buy_and_hold,2514,2514,100.0,0,,,,2.2545,0.1256,0.0,0.568,-0.4462,4.69,False,False,False
A,R1_confirmed,1404,2514,55.8,53,0.774,0.0246,20.0,2.3466,0.2421,0.1165,0.893,-0.4028,8.6,True,True,True
A,R1_share_ge50,1061,2514,42.2,45,0.733,0.0188,19.0,1.143,0.1985,0.0729,0.758,-0.3759,7.18,True,True,True
A,ANT_pup50,1840,2514,73.2,53,0.792,0.0286,27.0,2.5687,0.1903,0.0647,0.756,-0.3738,6.91,True,True,True
A,ANT_pup60,1824,2514,72.6,52,0.788,0.0273,28.0,2.251,0.1769,0.0513,0.715,-0.3758,6.46,True,True,True
A,ANT_pup70,1758,2514,69.9,52,0.788,0.0268,25.5,2.1727,0.18,0.0544,0.721,-0.3743,6.57,True,True,True
A,ANT_all,1862,2514,74.1,53,0.792,0.028,27.0,2.4314,0.1816,0.056,0.73,-0.4166,6.62,True,True,True
AABA,buy_and_hold,367,367,100.0,0,,,,0.5809,0.3695,0.0,1.287,-0.1689,12.48,False,False,False
AABA,R1_confirmed,177,367,48.2,3,0.667,0.0473,75.0,0.1355,0.1984,-0.1711,0.883,-0.1364,7.18,False,False,False
AABA,R1_share_ge50,152,367,41.4,2,0.5,0.0499,76.0,0.0895,0.1527,-0.2168,0.691,-0.1364,5.64,False,False,False
AABA,ANT_pup50,235,367,64.0,4,0.75,0.0516,63.5,0.2113,0.2282,-0.1413,0.858,-0.1689,8.16,False,False,False
AABA,ANT_pup60,235,367,64.0,4,0.75,0.0516,63.5,0.2113,0.2282,-0.1413,0.858,-0.1689,8.16,False,False,False
AABA,ANT_pup70,212,367,57.8,4,0.75,0.0787,52.0,0.3388,0.4146,0.0451,1.455,-0.13,13.76,True,True,True
AABA,ANT_all,235,367,64.0,4,0.75,0.0516,63.5,0.2113,0.2282,-0.1413,0.858,-0.1689,8.16,False,False,False
AAL,buy_and_hold,2194,2194,100.0,0,,,,-0.74,-0.1434,0.0,-0.04,-0.8454,-6.14,False,False,False
AAL,R1_confirmed,1135,2194,51.7,37,0.676,0.0126,20.0,0.2538,0.0515,0.1949,0.345,-0.468,1.99,True,True,True
AAL,R1_share_ge50,1030,2194,46.9,34,0.647,0.0067,18.0,0.0023,0.0006,0.144,0.248,-0.468,0.02,True,True,True
AAL,ANT_pup50,1728,2194,78.8,38,0.474,-0.0141,42.0,-0.6884,-0.1564,-0.013,-0.069,-0.7692,-6.75,False,False,False
AAL,ANT_pup60,1724,2194,78.6,38,0.447,-0.0173,42.0,-0.7219,-0.1706,-0.0272,-0.103,-0.7844,-7.42,False,False,False
AAL,ANT_pup70,1593,2194,72.6,35,0.486,-0.0125,44.0,-0.6285,-0.145,-0.0016,-0.033,-0.7603,-6.22,False,False,True
AAL,ANT_all,1753,2194,79.9,38,0.447,-0.019,42.0,-0.7429,-0.1774,-0.034,-0.12,-0.8096,-7.75,False,False,False
AAP,buy_and_hold,1924,1924,100.0,0,,,,-0.5488,-0.099,0.0,-0.097,-0.7372,-4.14,False,False,False
AAP,R1_confirmed,1386,1924,72.0,30,0.667,0.0134,21.5,-0.3627,-0.0786,0.0204,-0.028,-0.682,-3.25,True,True,True
AAP,R1_share_ge50,1054,1924,54.8,25,0.6,0.0129,22.0,0.0848,0.0196,0.1186,0.225,-0.5579,0.77,True,True,True
AAP,ANT_pup50,1540,1924,80.0,30,0.7,0.0233,31.0,-0.1663,-0.0293,0.0697,0.116,-0.6725,-1.18,True,True,True
AAP,ANT_pup60,1519,1924,79.0,30,0.733,0.0256,31.0,-0.1066,-0.0185,0.0805,0.147,-0.6453,-0.74,True,True,True
AAP,ANT_pup70,1485,1924,77.2,30,0.733,0.0337,31.0,0.1685,0.0268,0.1258,0.267,-0.5694,1.05,True,True,True
AAP,ANT_all,1611,1924,83.7,30,0.667,0.0128,41.5,-0.392,-0.0749,0.0241,-0.015,-0.6775,-3.09,True,True,True
AAPL,buy_and_hold,2514,2514,100.0,0,,,,9.331,0.2637,0.0,0.951,-0.3873,9.29,False,False,False
AAPL,R1_confirmed,1244,2514,49.5,48,0.75,0.0315,19.0,2.7429,0.3065,0.0428,1.008,-0.3532,10.61,True,True,True
AAPL,R1_share_ge50,801,2514,31.9,36,0.806,0.0404,15.5,2.8356,0.5264,0.2627,1.57,-0.3228,16.78,True,True,True
AAPL,ANT_pup50,1740,2514,69.2,51,0.686,0.0365,30.0,4.0267,0.2635,-0.0002,0.908,-0.3685,9.28,False,False,False
AAPL,ANT_pup60,1681,2514,66.9,51,0.706,0.037,27.0,4.1622,0.279,0.0153,0.947,-0.3685,9.76,True,True,False
AAPL,ANT_pup70,1267,2514,50.4,41,0.683,0.0279,26.0,1.623,0.2114,-0.0523,0.748,-0.3685,7.61,False,False,False
AAPL,ANT_all,1779,2514,70.8,51,0.686,0.0361,30.0,3.9564,0.2545,-0.0092,0.887,-0.3616,9.0,False,False,False
ABBV,buy_and_hold,2514,2514,100.0,0,,,,2.857,0.1449,0.0,0.65,-0.4888,5.37,False,False,False
ABBV,R1_confirmed,1671,2514,66.5,35,0.714,0.0235,37.0,1.0052,0.1106,-0.0343,0.549,-0.4613,4.16,False,False,False
ABBV,R1_share_ge50,1389,2514,55.3,30,0.733,0.02,33.0,0.68,0.0987,-0.0462,0.502,-0.4451,3.73,False,False,False
ABBV,ANT_pup50,1954,2514,77.7,35,0.657,0.0251,45.0,1.1115,0.1012,-0.0437,0.5,-0.4977,3.83,False,False,False
ABBV,ANT_pup60,1939,2514,77.1,35,0.657,0.023,45.0,0.9725,0.0923,-0.0526,0.469,-0.4977,3.5,False,False,False
ABBV,ANT_pup70,1784,2514,71.0,32,0.625,0.0191,42.5,0.6326,0.0717,-0.0732,0.394,-0.5071,2.75,False,False,False
ABBV,ANT_all,1956,2514,77.8,35,0.657,0.0257,45.0,1.1505,0.1037,-0.0412,0.509,-0.4977,3.91,False,False,False
ABC,buy_and_hold,1927,1927,100.0,0,,,,0.7354,0.0748,0.0,0.395,-0.3321,2.86,False,False,False
ABC,R1_confirmed,1164,1927,60.4,37,0.676,0.0121,21.0,0.3598,0.0688,-0.006,0.389,-0.2725,2.64,False,False,False
ABC,R1_share_ge50,861,1927,44.7,27,0.667,0.0057,20.0,0.0415,0.012,-0.0628,0.174,-0.3158,0.47,False,False,False
ABC,ANT_pup50,1531,1927,79.4,39,0.692,0.0174,36.0,0.7389,0.0953,0.0205,0.458,-0.3278,3.61,True,True,True
ABC,ANT_pup60,1486,1927,77.1,38,0.711,0.0206,36.5,0.9104,0.116,0.0412,0.531,-0.2817,4.36,True,True,True
ABC,ANT_pup70,1455,1927,75.5,36,0.694,0.0194,37.0,0.7637,0.1033,0.0285,0.499,-0.2924,3.9,True,True,True
ABC,ANT_all,1531,1927,79.4,39,0.692,0.0174,36.0,0.7389,0.0953,0.0205,0.458,-0.3278,3.61,True,True,True
ABMD,buy_and_hold,1150,1150,100.0,0,,,,-0.0194,-0.0043,0.0,0.238,-0.7098,-0.17,False,False,False
ABMD,R1_confirmed,798,1150,69.4,17,0.706,0.0026,20.0,-0.2432,-0.0842,-0.0799,0.089,-0.6514,-3.49,False,False,False
ABMD,R1_share_ge50,600,1150,52.2,11,0.636,-0.0111,26.0,-0.3624,-0.1722,-0.1679,-0.056,-0.6706,-7.5,False,False,False
ABMD,ANT_pup50,930,1150,80.9,18,0.667,0.0192,33.5,0.0178,0.0048,0.0091,0.259,-0.6397,0.19,True,True,True
ABMD,ANT_pup60,930,1150,80.9,18,0.667,0.0192,33.5,0.0178,0.0048,0.0091,0.259,-0.6397,0.19,True,True,True
ABMD,ANT_pup70,912,1150,79.3,18,0.722,0.0262,30.0,0.1491,0.0392,0.0435,0.325,-0.6397,1.52,True,True,True
ABMD,ANT_all,946,1150,82.3,18,0.611,0.0177,33.5,-0.0102,-0.0027,0.0016,0.245,-0.6397,-0.11,True,True,True
ABNB,buy_and_hold,575,575,100.0,0,,,,-0.0492,-0.0219,0.0,0.116,-0.3716,-0.88,False,False,False
ABNB,R1_confirmed,414,575,72.0,6,0.667,-0.0227,63.0,-0.1594,-0.1003,-0.0784,-0.116,-0.4,-4.19,False,False,False
ABNB,R1_share_ge50,391,575,68.0,5,0.6,-0.04,107.0,-0.2118,-0.1422,-0.1203,-0.244,-0.4228,-6.09,False,False,False
ABNB,ANT_pup50,474,575,82.4,6,0.5,-0.0267,79.0,-0.1815,-0.101,-0.0791,-0.123,-0.4019,-4.22,False,False,False
ABNB,ANT_pup60,472,575,82.1,6,0.5,-0.0256,78.0,-0.1757,-0.098,-0.0761,-0.113,-0.4019,-4.09,False,False,False
ABNB,ANT_pup70,469,575,81.6,6,0.5,-0.0317,76.5,-0.2072,-0.1173,-0.0954,-0.172,-0.4019,-4.95,False,False,False
ABNB,ANT_all,474,575,82.4,6,0.5,-0.0267,79.0,-0.1815,-0.101,-0.0791,-0.123,-0.4019,-4.22,False,False,False
ABT,buy_and_hold,2514,2514,100.0,0,,,,1.7898,0.1083,0.0,0.554,-0.3624,4.08,False,False,False
ABT,R1_confirmed,1422,2514,56.6,43,0.744,0.0187,25.0,1.066,0.1372,0.0289,0.639,-0.3097,5.1,True,True,True
ABT,R1_share_ge50,1079,2514,42.9,37,0.676,0.0156,19.0,0.643,0.123,0.0147,0.57,-0.3168,4.6,True,True,True
ABT,ANT_pup50,1861,2514,74.0,46,0.63,0.0172,33.0,1.0543,0.1024,-0.0059,0.521,-0.3298,3.87,False,False,False
ABT,ANT_pup60,1830,2514,72.8,45,0.644,0.0168,33.0,0.9938,0.0997,-0.0086,0.51,-0.3298,3.77,False,False,False
ABT,ANT_pup70,1765,2514,70.2,45,0.644,0.0171,33.0,1.0296,0.1063,-0.002,0.534,-0.2994,4.01,False,False,False
ABT,ANT_all,1873,2514,74.5,46,0.63,0.0174,33.0,1.0667,0.1026,-0.0057,0.521,-0.3298,3.88,False,False,False
ACGL,buy_and_hold,794,794,100.0,0,,,,0.6682,0.1763,0.0,0.794,-0.2624,6.44,False,False,False
ACGL,R1_confirmed,469,794,59.1,15,0.667,0.0113,21.0,0.1479,0.0769,-0.0994,0.436,-0.2486,2.94,False,False,False
ACGL,R1_share_ge50,297,794,37.4,12,0.75,0.0099,13.0,0.1151,0.0968,-0.0795,0.536,-0.1806,3.67,False,False,False
ACGL,ANT_pup50,560,794,70.5,15,0.733,0.0237,32.0,0.3789,0.1556,-0.0207,0.721,-0.2277,5.74,False,False,False
ACGL,ANT_pup60,558,794,70.3,15,0.733,0.0225,32.0,0.354,0.1467,-0.0296,0.689,-0.2308,5.43,False,False,False
ACGL,ANT_pup70,523,794,65.9,15,0.667,0.0205,26.0,0.316,0.1415,-0.0348,0.664,-0.2455,5.25,False,False,False
ACGL,ANT_all,560,794,70.5,15,0.733,0.0237,32.0,0.3789,0.1556,-0.0207,0.721,-0.2277,5.74,False,False,False
ACN,buy_and_hold,2514,2514,100.0,0,,,,1.5675,0.0991,0.0,0.497,-0.4402,3.75,False,False,False
ACN,R1_confirmed,1350,2514,53.7,48,0.792,0.0234,18.0,1.8211,0.2136,0.1145,0.937,-0.2921,7.68,True,True,True
ACN,R1_share_ge50,1149,2514,45.7,44,0.841,0.0215,14.5,1.3854,0.2101,0.111,0.921,-0.3057,7.57,True,True,True
ACN,ANT_pup50,1725,2514,68.6,51,0.765,0.0285,26.0,2.764,0.2137,0.1146,0.906,-0.292,7.68,True,True,True
ACN,ANT_pup60,1707,2514,67.9,51,0.784,0.0286,26.0,2.7894,0.2173,0.1182,0.916,-0.292,7.8,True,True,True
ACN,ANT_pup70,1678,2514,66.7,50,0.78,0.029,25.5,2.7567,0.2199,0.1208,0.921,-0.2878,7.89,True,True,True
ACN,ANT_all,1734,2514,69.0,51,0.765,0.0292,26.0,2.8898,0.2182,0.1191,0.921,-0.292,7.83,True,True,True
ADBE,buy_and_hold,2514,2514,100.0,0,,,,2.7257,0.1409,0.0,0.561,-0.6002,5.23,False,False,False
ADBE,R1_confirmed,1343,2514,53.4,43,0.651,0.0166,17.0,0.6845,0.1028,-0.0381,0.462,-0.4486,3.88,False,False,False
ADBE,R1_share_ge50,1008,2514,40.1,35,0.629,0.0261,15.0,1.2556,0.2255,0.0846,0.813,-0.3333,8.07,True,True,True
ADBE,ANT_pup50,1750,2514,69.6,45,0.711,0.0187,25.0,0.7999,0.0883,-0.0526,0.416,-0.5437,3.36,False,False,False
ADBE,ANT_pup60,1741,2514,69.3,45,0.711,0.0162,25.0,0.6144,0.0718,-0.0691,0.374,-0.5437,2.75,False,False,False
ADBE,ANT_pup70,1698,2514,67.5,44,0.727,0.0184,25.5,0.7783,0.0892,-0.0517,0.418,-0.5082,3.39,False,False,False
ADBE,ANT_all,1767,2514,70.3,45,0.733,0.0216,27.0,1.0558,0.1082,-0.0327,0.466,-0.5299,4.08,False,False,False
ADI,buy_and_hold,2514,2514,100.0,0,,,,3.9024,0.1728,0.0,0.656,-0.3403,6.32,False,False,False
ADI,R1_confirmed,1418,2514,56.4,51,0.608,0.0203,22.0,1.532,0.1795,0.0067,0.688,-0.3072,6.55,True,True,True
ADI,R1_share_ge50,1091,2514,43.4,43,0.721,0.02,15.0,1.2091,0.2009,0.0281,0.785,-0.2343,7.26,True,True,True
ADI,ANT_pup50,1830,2514,72.8,52,0.692,0.0255,30.5,2.2111,0.1743,0.0015,0.645,-0.3407,6.37,True,True,False
ADI,ANT_pup60,1788,2514,71.1,52,0.673,0.0228,29.5,1.8085,0.1567,-0.0161,0.6,-0.3583,5.78,False,False,False
ADI,ANT_pup70,1568,2514,62.4,46,0.652,0.0248,28.5,1.6908,0.1724,-0.0004,0.676,-0.3177,6.31,False,False,True
ADI,ANT_all,1850,2514,73.6,52,0.673,0.0244,30.5,2.026,0.1628,-0.01,0.616,-0.3371,5.99,False,False,False
ADM,buy_and_hold,2514,2514,100.0,0,,,,0.5673,0.0461,0.0,0.304,-0.5745,1.79,False,False,False
ADM,R1_confirmed,1769,2514,70.4,41,0.683,0.0036,26.0,-0.1018,-0.0152,-0.0613,0.09,-0.6311,-0.61,False,False,False
ADM,R1_share_ge50,1520,2514,60.5,37,0.676,-0.0001,25.0,-0.1916,-0.0346,-0.0807,0.024,-0.6063,-1.4,False,False,False
ADM,ANT_pup50,2091,2514,83.2,42,0.738,0.0216,31.0,0.8712,0.0784,0.0323,0.414,-0.578,3.0,True,True,True
ADM,ANT_pup60,2077,2514,82.6,42,0.738,0.0202,31.0,0.75,0.0703,0.0242,0.386,-0.5839,2.69,True,True,True
ADM,ANT_pup70,2042,2514,81.2,42,0.738,0.0192,31.0,0.7058,0.0681,0.022,0.379,-0.5693,2.62,True,True,True
ADM,ANT_all,2092,2514,83.2,42,0.738,0.0215,31.0,0.8653,0.078,0.0319,0.413,-0.578,2.98,True,True,True
ADP,buy_and_hold,2514,2514,100.0,0,,,,2.0362,0.1178,0.0,0.585,-0.3982,4.42,False,False,False
ADP,R1_confirmed,1512,2514,60.1,43,0.837,0.0265,29.0,1.8868,0.1933,0.0755,0.927,-0.2645,7.01,True,True,True
ADP,R1_share_ge50,1174,2514,46.7,36,0.833,0.0296,27.5,1.7484,0.2424,0.1246,1.131,-0.199,8.61,True,True,True
ADP,ANT_pup50,1888,2514,75.1,43,0.721,0.0207,36.0,1.1505,0.1076,-0.0102,0.536,-0.381,4.06,False,False,False
ADP,ANT_pup60,1864,2514,74.1,43,0.744,0.0266,36.0,1.8409,0.1516,0.0338,0.755,-0.2181,5.6,True,True,True
ADP,ANT_pup70,1853,2514,73.7,43,0.744,0.027,36.0,1.8929,0.1554,0.0376,0.773,-0.2181,5.73,True,True,True
ADP,ANT_all,1891,2514,75.2,43,0.721,0.0204,36.0,1.1198,0.1053,-0.0125,0.528,-0.381,3.97,False,False,False
ADS,buy_and_hold,1124,1124,100.0,0,,,,-0.8286,-0.3266,0.0,-0.493,-0.9182,-15.69,False,False,False
ADS,R1_confirmed,830,1124,73.8,15,0.667,-0.0344,48.0,-0.6864,-0.2968,0.0298,-0.378,-0.9242,-13.97,True,True,True
ADS,R1_share_ge50,581,1124,51.7,13,0.769,-0.0127,24.0,-0.4839,-0.2494,0.0772,-0.155,-0.8826,-11.38,True,True,True
ADS,ANT_pup50,950,1124,84.5,15,0.6,-0.0384,49.0,-0.7422,-0.302,0.0246,-0.398,-0.9253,-14.27,True,True,True
ADS,ANT_pup60,950,1124,84.5,15,0.6,-0.0384,49.0,-0.7422,-0.302,0.0246,-0.398,-0.9253,-14.27,True,True,True
ADS,ANT_pup70,944,1124,84.0,15,0.6,-0.0397,49.0,-0.7476,-0.3076,0.019,-0.41,-0.9272,-14.59,True,True,True
ADS,ANT_all,952,1124,84.7,15,0.6,-0.0356,49.0,-0.7306,-0.2933,0.0333,-0.375,-0.922,-13.78,True,True,True
ADSK,buy_and_hold,2514,2514,100.0,0,,,,3.8582,0.1717,0.0,0.618,-0.5199,6.29,False,False,False
ADSK,R1_confirmed,1559,2514,62.0,44,0.75,0.0361,32.5,3.138,0.2581,0.0864,0.863,-0.3693,9.11,True,True,True
ADSK,R1_share_ge50,1157,2514,46.0,40,0.8,0.0458,23.0,4.5305,0.4514,0.2797,1.339,-0.2162,14.78,True,True,True
ADSK,ANT_pup50,1948,2514,77.5,46,0.696,0.0424,43.0,4.3827,0.2433,0.0716,0.768,-0.4489,8.64,True,True,True
ADSK,ANT_pup60,1945,2514,77.4,46,0.696,0.0421,43.0,4.3052,0.2414,0.0697,0.764,-0.4489,8.58,True,True,True
ADSK,ANT_pup70,1879,2514,74.7,45,0.689,0.0446,42.0,5.0232,0.2723,0.1006,0.839,-0.3772,9.56,True,True,True
ADSK,ANT_all,1949,2514,77.5,46,0.696,0.0426,43.0,4.4185,0.2442,0.0725,0.77,-0.4489,8.67,True,True,True
AEE,buy_and_hold,2514,2514,100.0,0,,,,1.31,0.0875,0.0,0.493,-0.3105,3.33,False,False,False
AEE,R1_confirmed,1539,2514,61.2,45,0.667,0.0049,24.0,0.1336,0.0207,-0.0668,0.203,-0.3299,0.81,False,False,False
AEE,R1_share_ge50,1229,2514,48.9,35,0.629,-0.0001,21.0,-0.0815,-0.0173,-0.1048,0.021,-0.3596,-0.69,False,False,False
AEE,ANT_pup50,1819,2514,72.4,45,0.689,0.0098,30.0,0.3996,0.0477,-0.0398,0.331,-0.3185,1.85,False,False,False
AEE,ANT_pup60,1807,2514,71.9,45,0.689,0.0098,30.0,0.4056,0.0486,-0.0389,0.335,-0.3185,1.88,False,False,False
AEE,ANT_pup70,1776,2514,70.6,44,0.682,0.0098,30.5,0.3926,0.0481,-0.0394,0.341,-0.332,1.86,False,False,False
AEE,ANT_all,1819,2514,72.4,45,0.689,0.0098,30.0,0.3996,0.0477,-0.0398,0.331,-0.3185,1.85,False,False,False
AEP,buy_and_hold,2514,2514,100.0,0,,,,0.9789,0.0708,0.0,0.432,-0.3291,2.71,False,False,False
AEP,R1_confirmed,1583,2514,63.0,47,0.702,0.0141,27.0,0.7072,0.0889,0.0181,0.544,-0.2955,3.38,True,True,True
AEP,R1_share_ge50,1080,2514,43.0,36,0.75,0.0178,22.5,0.8021,0.1473,0.0765,0.804,-0.2887,5.45,True,True,True
AEP,ANT_pup50,1932,2514,76.8,48,0.75,0.0139,36.0,0.6892,0.0708,0.0,0.421,-0.3446,2.71,False,False,False
AEP,ANT_pup60,1906,2514,75.8,47,0.745,0.0128,37.0,0.579,0.0623,-0.0085,0.384,-0.3446,2.4,False,False,False
AEP,ANT_pup70,1824,2514,72.6,47,0.723,0.0122,34.0,0.543,0.0618,-0.009,0.382,-0.3482,2.38,False,False,False
AEP,ANT_all,1944,2514,77.3,48,0.75,0.0138,38.0,0.6782,0.0694,-0.0014,0.416,-0.3446,2.66,False,False,False
AES,buy_and_hold,2514,2514,100.0,0,,,,0.4984,0.0414,0.0,0.293,-0.671,1.61,False,False,False
AES,R1_confirmed,1695,2514,67.4,43,0.674,0.0173,28.0,0.4222,0.0538,0.0124,0.326,-0.5637,2.08,True,True,True
AES,R1_share_ge50,1337,2514,53.2,34,0.676,0.0234,33.0,0.6537,0.0995,0.0581,0.441,-0.5866,3.76,True,True,True
AES,ANT_pup50,1993,2514,79.3,44,0.614,0.0247,33.5,0.6776,0.0676,0.0262,0.362,-0.7178,2.6,True,True,True
AES,ANT_pup60,1974,2514,78.5,44,0.636,0.0277,33.5,0.8847,0.0843,0.0429,0.404,-0.7093,3.21,True,True,True
AES,ANT_pup70,1919,2514,76.3,43,0.651,0.0251,32.0,0.6507,0.068,0.0266,0.363,-0.7279,2.61,True,True,True
AES,ANT_all,2025,2514,80.5,44,0.614,0.025,33.5,0.6905,0.0675,0.0261,0.362,-0.7151,2.59,True,True,True
AET,buy_and_hold,733,733,100.0,0,,,,0.9673,0.2619,0.0,1.263,-0.1487,9.23,False,False,False
AET,R1_confirmed,467,733,63.7,11,0.818,0.0374,36.0,0.4909,0.2405,-0.0214,1.098,-0.1616,8.55,False,False,False
AET,R1_share_ge50,346,733,47.2,9,1.0,0.0496,32.0,0.5444,0.3724,0.1105,1.595,-0.1442,12.56,True,True,True
AET,ANT_pup50,534,733,72.9,11,0.909,0.0465,39.0,0.6353,0.2612,-0.0007,1.201,-0.1386,9.21,False,False,False
AET,ANT_pup60,527,733,71.9,11,0.909,0.0456,38.0,0.6204,0.2596,-0.0023,1.192,-0.1386,9.16,False,False,False
AET,ANT_pup70,505,733,68.9,11,0.909,0.0474,36.0,0.6564,0.2864,0.0245,1.277,-0.1386,9.99,True,True,True
AET,ANT_all,540,733,73.7,11,0.909,0.0483,39.0,0.6651,0.2686,0.0067,1.231,-0.1386,9.44,True,True,False
AFL,buy_and_hold,2514,2514,100.0,0,,,,2.6818,0.1396,0.0,0.636,-0.5558,5.18,False,False,False
AFL,R1_confirmed,1627,2514,64.7,48,0.792,0.019,23.5,1.1819,0.1284,-0.0112,0.569,-0.5677,4.8,False,False,False
AFL,R1_share_ge50,1198,2514,47.7,38,0.789,0.0166,15.5,0.6759,0.1147,-0.0249,0.51,-0.5392,4.31,False,False,False
AFL,ANT_pup50,1905,2514,75.8,49,0.796,0.0286,30.0,2.5487,0.1824,0.0428,0.751,-0.5488,6.65,True,True,True
AFL,ANT_pup60,1894,2514,75.3,49,0.796,0.0277,30.0,2.4046,0.177,0.0374,0.734,-0.5488,6.47,True,True,True
AFL,ANT_pup70,1852,2514,73.7,48,0.812,0.0278,30.0,2.3314,0.1779,0.0383,0.733,-0.5488,6.5,True,True,True
AFL,ANT_all,1942,2514,77.2,49,0.776,0.0261,30.0,2.1352,0.1598,0.0202,0.681,-0.5488,5.88,True,True,True
AGN,buy_and_hold,1095,1095,100.0,0,,,,-0.3823,-0.105,0.0,-0.222,-0.6251,-4.4,False,False,False
AGN,R1_confirmed,810,1095,74.0,13,0.692,-0.0126,65.0,-0.2385,-0.0813,0.0237,-0.105,-0.5575,-3.36,True,True,True
AGN,R1_share_ge50,727,1095,66.4,13,0.769,0.0108,28.0,0.0373,0.0128,0.1178,0.191,-0.4914,0.5,True,True,True
AGN,ANT_pup50,932,1095,85.1,13,0.538,-0.0177,66.0,-0.2877,-0.0877,0.0173,-0.135,-0.5648,-3.64,True,True,True
AGN,ANT_pup60,932,1095,85.1,13,0.538,-0.0177,66.0,-0.2877,-0.0877,0.0173,-0.135,-0.5648,-3.64,True,True,True
AGN,ANT_pup70,932,1095,85.1,13,0.538,-0.0177,66.0,-0.2877,-0.0877,0.0173,-0.135,-0.5648,-3.64,True,True,True
AGN,ANT_all,952,1095,86.9,13,0.538,-0.0216,66.0,-0.3338,-0.1019,0.0031,-0.189,-0.5929,-4.27,True,True,True
AIG,buy_and_hold,2514,2514,100.0,0,,,,0.3805,0.0329,0.0,0.263,-0.7205,1.28,False,False,False
AIG,R1_confirmed,1646,2514,65.5,37,0.703,0.0082,26.0,0.0506,0.0076,-0.0253,0.199,-0.7315,0.3,False,False,False
AIG,R1_share_ge50,1377,2514,54.8,30,0.667,0.0012,25.0,-0.1799,-0.0356,-0.0685,0.088,-0.744,-1.44,False,False,False
AIG,ANT_pup50,1987,2514,79.0,37,0.622,0.0088,40.0,0.0865,0.0106,-0.0223,0.202,-0.7194,0.42,False,False,False
AIG,ANT_pup60,1958,2514,77.9,37,0.622,0.0097,40.0,0.1123,0.0138,-0.0191,0.212,-0.7178,0.54,False,False,False
AIG,ANT_pup70,1943,2514,77.3,37,0.622,0.0094,40.0,0.1048,0.013,-0.0199,0.211,-0.7151,0.51,False,False,False
AIG,ANT_all,2023,2514,80.5,37,0.622,0.0068,40.0,0.0012,0.0001,-0.0328,0.171,-0.7414,0.01,False,False,False
AIV,buy_and_hold,1251,1251,100.0,0,,,,-0.9116,-0.3865,0.0,-0.382,-0.9342,-19.39,False,False,False
AIV,R1_confirmed,871,1251,69.6,21,0.762,0.0147,37.0,-0.8715,-0.4476,-0.0611,-0.397,-0.9145,-23.55,False,False,False
AIV,R1_share_ge50,763,1251,61.0,20,0.75,0.0159,31.0,-0.8705,-0.4909,-0.1044,-0.436,-0.9145,-26.79,False,False,False
AIV,ANT_pup50,1076,1251,86.0,22,0.773,0.0135,39.5,-0.8858,-0.3984,-0.0119,-0.313,-0.9316,-20.17,False,False,True
AIV,ANT_pup60,1076,1251,86.0,22,0.773,0.0135,39.5,-0.8858,-0.3984,-0.0119,-0.313,-0.9316,-20.17,False,False,True
AIV,ANT_pup70,1069,1251,85.5,22,0.773,0.0126,38.5,-0.888,-0.4031,-0.0166,-0.323,-0.9316,-20.48,False,False,True
AIV,ANT_all,1076,1251,86.0,22,0.773,0.0135,39.5,-0.8858,-0.3984,-0.0119,-0.313,-0.9316,-20.17,False,False,True
AIZ,buy_and_hold,2514,2514,100.0,0,,,,1.9904,0.1161,0.0,0.541,-0.4567,4.36,False,False,False
AIZ,R1_confirmed,1611,2514,64.1,41,0.707,0.0202,32.0,1.18,0.1296,0.0135,0.594,-0.4427,4.84,True,True,True
AIZ,R1_share_ge50,1197,2514,47.6,37,0.838,0.03,19.0,1.9159,0.2527,0.1366,1.019,-0.2341,8.94,True,True,True
AIZ,ANT_pup50,1978,2514,78.7,44,0.705,0.0333,38.0,3.108,0.1972,0.0811,0.826,-0.4455,7.14,True,True,True
AIZ,ANT_pup60,1965,2514,78.2,44,0.705,0.0325,38.0,2.9759,0.1936,0.0775,0.814,-0.4455,7.02,True,True,True
AIZ,ANT_pup70,1924,2514,76.5,44,0.727,0.0353,38.0,3.5509,0.2195,0.1034,0.905,-0.3531,7.88,True,True,True
AIZ,ANT_all,2017,2514,80.2,44,0.682,0.0282,38.0,2.1991,0.1564,0.0403,0.651,-0.4356,5.77,True,True,True
AJG,buy_and_hold,2412,2412,100.0,0,,,,4.3691,0.192,0.0,0.893,-0.3749,6.97,False,False,False
AJG,R1_confirmed,1414,2412,58.6,41,0.854,0.0356,29.0,2.4666,0.248,0.056,1.189,-0.2628,8.79,True,True,True
AJG,R1_share_ge50,1084,2412,44.9,31,0.774,0.0368,30.0,1.5625,0.2445,0.0525,1.152,-0.2339,8.68,True,True,True
AJG,ANT_pup50,1798,2412,74.5,42,0.833,0.0348,34.5,2.3837,0.1863,-0.0057,0.841,-0.3617,6.78,False,False,False
AJG,ANT_pup60,1784,2412,74.0,42,0.833,0.0351,34.5,2.4252,0.1899,-0.0021,0.853,-0.3617,6.9,False,False,False
AJG,ANT_pup70,1724,2412,71.5,41,0.878,0.0423,34.0,3.5378,0.2474,0.0554,1.206,-0.3057,8.77,True,True,True
